,model_name,variance_k,normality_k,boruta_flag,vif_k,score,chosen_columns
6455,model1_svc,15.0,5.0,1.0,15.0,0.5501509433962264, 10  48  64 105 128 204 336 338 442 453 472 493
6456,model2_svc,15.0,5.0,1.0,15.0,0.5501509433962264, 10  48  64 105 128 204 336 338 442 453 472 493
6457,model3_svc,15.0,5.0,1.0,15.0,0.5501509433962264, 10  48  64 105 128 204 336 338 442 453 472 493
6458,model1_ensemble_rfxglr,15.0,5.0,1.0,15.0,0.7387097551184263, 10  48  64 105 128 204 336 338 442 453 472 493
6459,model2_ensemble_rflrsvc,15.0,5.0,1.0,15.0,0.6271079887595343, 10  48  64 105 128 204 336 338 442 453 472 493
6460,model3_ensemble_xglrsvc,15.0,5.0,1.0,15.0,0.7616724207145724, 10  48  64 105 128 204 336 338 442 453 472 493
6461,model4_ensemble_rfxgsvc,15.0,5.0,1.0,15.0,0.7625957446808511, 10  48  64 105 128 204 336 338 442 453 472 493
6462,model1_rf,15.0,15.0,1.0,15.0,0.6371039743075071, 10  64 105 128 204 336 338 442 453 472 481 493
6463,model2_rf,15.0,15.0,1.0,15.0,0.6666503412284224, 10  64 105 128 204 336 338 442 453 472 481 493
6464,model3_rf,15.0,15.0,1.0,15.0,0.6964375752709755, 10  64 105 128 204 336 338 442 453 472 481 493
6465,model1_xg,15.0,15.0,1.0,15.0,0.6817848253713368, 10  64 105 128 204 336 338 442 453 472 481 493
6466,model2_xg,15.0,15.0,1.0,15.0,0.7040248896025693, 10  64 105 128 204 336 338 442 453 472 481 493
6467,model3_xg,15.0,15.0,1.0,15.0,0.7387498996386993, 10  64 105 128 204 336 338 442 453 472 481 493
6468,model4_xg,15.0,15.0,1.0,15.0,0.7021380971497391, 10  64 105 128 204 336 338 442 453 472 481 493
6469,model5_xg,15.0,15.0,1.0,15.0,0.7281517462866318, 10  64 105 128 204 336 338 442 453 472 481 493
6470,model1_lr,15.0,15.0,1.0,15.0,0.5362207948615014, 10  64 105 128 204 336 338 442 453 472 481 493
6471,model2_lr,15.0,15.0,1.0,15.0,0.5362207948615014, 10  64 105 128 204 336 338 442 453 472 481 493
6472,model3_lr,15.0,15.0,1.0,15.0,0.5421220393416298, 10  64 105 128 204 336 338 442 453 472 481 493
6473,model1_svc,15.0,15.0,1.0,15.0,0.5423629064632678, 10  64 105 128 204 336 338 442 453 472 481 493
6474,model2_svc,15.0,15.0,1.0,15.0,0.5444905660377358, 10  64 105 128 204 336 338 442 453 472 481 493
6475,model3_svc,15.0,15.0,1.0,15.0,0.5426037735849056, 10  64 105 128 204 336 338 442 453 472 481 493
6476,model1_ensemble_rfxglr,15.0,15.0,1.0,15.0,0.683470895222802, 10  64 105 128 204 336 338 442 453 472 481 493
6477,model2_ensemble_rflrsvc,15.0,15.0,1.0,15.0,0.6167105580088318, 10  64 105 128 204 336 338 442 453 472 481 493
6478,model3_ensemble_xglrsvc,15.0,15.0,1.0,15.0,0.6872846246487354, 10  64 105 128 204 336 338 442 453 472 481 493
6479,model4_ensemble_rfxgsvc,15.0,15.0,1.0,15.0,0.6969193095142513, 10  64 105 128 204 336 338 442 453 472 481 493
6480,model1_rf,15.0,25.0,1.0,15.0,0.6492862304295464, 10  64 105 128 204 336 338 442 472
6481,model2_rf,15.0,25.0,1.0,15.0,0.652377358490566, 10  64 105 128 204 336 338 442 472
6482,model3_rf,15.0,25.0,1.0,15.0,0.6786318747490967, 10  64 105 128 204 336 338 442 472
6483,model1_xg,15.0,25.0,1.0,15.0,0.6814821356884785, 10  64 105 128 204 336 338 442 472
6484,model2_xg,15.0,25.0,1.0,15.0,0.7020361300682456, 10  64 105 128 204 336 338 442 472
6485,model3_xg,15.0,25.0,1.0,15.0,0.7251995182657567, 10  64 105 128 204 336 338 442 472
6486,model4_xg,15.0,25.0,1.0,15.0,0.6710847049377759, 10  64 105 128 204 336 338 442 472
6487,model5_xg,15.0,25.0,1.0,15.0,0.7022769971898836, 10  64 105 128 204 336 338 442 472
6488,model1_lr,15.0,25.0,1.0,15.0,0.5596836611802489, 10  64 105 128 204 336 338 442 472
6489,model2_lr,15.0,25.0,1.0,15.0,0.5554283420313126, 10  64 105 128 204 336 338 442 472
6490,model3_lr,15.0,25.0,1.0,15.0,0.5533006824568446, 10  64 105 128 204 336 338 442 472
6491,model1_svc,15.0,25.0,1.0,15.0,0.5551874749096748, 10  64 105 128 204 336 338 442 472
6492,model2_svc,15.0,25.0,1.0,15.0,0.5551874749096748, 10  64 105 128 204 336 338 442 472
6493,model3_svc,15.0,25.0,1.0,15.0,0.5533006824568446, 10  64 105 128 204 336 338 442 472
6494,model1_ensemble_rfxglr,15.0,25.0,1.0,15.0,0.6859381774387796, 10  64 105 128 204 336 338 442 472
6495,model2_ensemble_rflrsvc,15.0,25.0,1.0,15.0,0.6257615415495785, 10  64 105 128 204 336 338 442 472
6496,model3_ensemble_xglrsvc,15.0,25.0,1.0,15.0,0.680317944600562, 10  64 105 128 204 336 338 442 472
6497,model4_ensemble_rfxgsvc,15.0,25.0,1.0,15.0,0.6991858691288639, 10  64 105 128 204 336 338 442 472
6498,model1_rf,15.0,35.0,1.0,15.0,0.6178932155760739, 10  64 105 128 204 336 338 472 481
6499,model2_rf,15.0,35.0,1.0,15.0,0.6337101565636291, 10  64 105 128 204 336 338 472 481
6500,model3_rf,15.0,35.0,1.0,15.0,0.6646615816940987, 10  64 105 128 204 336 338 472 481
6501,model1_xg,15.0,35.0,1.0,15.0,0.6696796467282216, 10  64 105 128 204 336 338 472 481
6502,model2_xg,15.0,35.0,1.0,15.0,0.6741356884785227, 10  64 105 128 204 336 338 472 481
6503,model3_xg,15.0,35.0,1.0,15.0,0.6817230028101164, 10  64 105 128 204 336 338 472 481
6504,model4_xg,15.0,35.0,1.0,15.0,0.6519357687675632, 10  64 105 128 204 336 338 472 481
6505,model5_xg,15.0,35.0,1.0,15.0,0.6944889602569249, 10  64 105 128 204 336 338 472 481
6506,model1_lr,15.0,35.0,1.0,15.0,0.5301774387796065, 10  64 105 128 204 336 338 472 481
6507,model2_lr,15.0,35.0,1.0,15.0,0.5320642312324368, 10  64 105 128 204 336 338 472 481
6508,model3_lr,15.0,35.0,1.0,15.0,0.5320642312324368, 10  64 105 128 204 336 338 472 481
6509,model1_svc,15.0,35.0,1.0,15.0,0.5264038538739462, 10  64 105 128 204 336 338 472 481
6510,model2_svc,15.0,35.0,1.0,15.0,0.5264038538739462, 10  64 105 128 204 336 338 472 481
6511,model3_svc,15.0,35.0,1.0,15.0,0.5282906463267765, 10  64 105 128 204 336 338 472 481
6512,model1_ensemble_rfxglr,15.0,35.0,1.0,15.0,0.6653841830590124, 10  64 105 128 204 336 338 472 481
6513,model2_ensemble_rflrsvc,15.0,35.0,1.0,15.0,0.6061710156563629, 10  64 105 128 204 336 338 472 481
6514,model3_ensemble_xglrsvc,15.0,35.0,1.0,15.0,0.643224407868326, 10  64 105 128 204 336 338 472 481
6515,model4_ensemble_rfxgsvc,15.0,35.0,1.0,15.0,0.6710847049377759, 10  64 105 128 204 336 338 472 481
6516,model1_rf,15.0,50.0,1.0,15.0,0.6119044560417503, 10  64 105 128 204 336 338 481
6517,model2_rf,15.0,50.0,1.0,15.0,0.6109409875551988, 10  64 105 128 204 336 338 481
6518,model3_rf,15.0,50.0,1.0,15.0,0.6170830991569651, 10  64 105 128 204 336 338 481
6519,model1_xg,15.0,50.0,1.0,15.0,0.6470710558008832, 10  64 105 128 204 336 338 481
6520,model2_xg,15.0,50.0,1.0,15.0,0.6432974708952228, 10  64 105 128 204 336 338 481
6521,model3_xg,15.0,50.0,1.0,15.0,0.6532533119229225, 10  64 105 128 204 336 338 481
6522,model4_xg,15.0,50.0,1.0,15.0,0.6407282215977519, 10  64 105 128 204 336 338 481
6523,model5_xg,15.0,50.0,1.0,15.0,0.6229843436370934, 10  64 105 128 204 336 338 481
6524,model1_lr,15.0,50.0,1.0,15.0,0.5180064231232437, 10  64 105 128 204 336 338 481
6525,model2_lr,15.0,50.0,1.0,15.0,0.5180064231232437, 10  64 105 128 204 336 338 481
6526,model3_lr,15.0,50.0,1.0,15.0,0.5180064231232437, 10  64 105 128 204 336 338 481
6527,model1_svc,15.0,50.0,1.0,15.0,0.5161196306704134, 10  64 105 128 204 336 338 481
6528,model2_svc,15.0,50.0,1.0,15.0,0.5161196306704134, 10  64 105 128 204 336 338 481
6529,model3_svc,15.0,50.0,1.0,15.0,0.5161196306704134, 10  64 105 128 204 336 338 481
6530,model1_ensemble_rfxglr,15.0,50.0,1.0,15.0,0.6083717382577278, 10  64 105 128 204 336 338 481
6531,model2_ensemble_rflrsvc,15.0,50.0,1.0,15.0,0.5437390606182255, 10  64 105 128 204 336 338 481
6532,model3_ensemble_xglrsvc,15.0,50.0,1.0,15.0,0.6121854676836611, 10  64 105 128 204 336 338 481
6533,model4_ensemble_rfxgsvc,15.0,50.0,1.0,15.0,0.6102585307105579, 10  64 105 128 204 336 338 481
6534,model1_rf,15.0,100.0,1.0,15.0,0.5392211963067042, 10 105 128 204 481
6535,model2_rf,15.0,100.0,1.0,15.0,0.5244480128462465, 10 105 128 204 481
6536,model3_rf,15.0,100.0,1.0,15.0,0.5591730228823766, 10 105 128 204 481
6537,model1_xg,15.0,100.0,1.0,15.0,0.5443195503813729, 10 105 128 204 481
6538,model2_xg,15.0,100.0,1.0,15.0,0.5537133681252508, 10 105 128 204 481
6539,model3_xg,15.0,100.0,1.0,15.0,0.5728623042954637, 10 105 128 204 481
6540,model4_xg,15.0,100.0,1.0,15.0,0.5358892011240466, 10 105 128 204 481
6541,model5_xg,15.0,100.0,1.0,15.0,0.5513448414291449, 10 105 128 204 481
6542,model1_lr,15.0,100.0,1.0,15.0,0.5195503813729425, 10 105 128 204 481
6543,model2_lr,15.0,100.0,1.0,15.0,0.5216780409474107, 10 105 128 204 481
6544,model3_lr,15.0,100.0,1.0,15.0,0.5216780409474107, 10 105 128 204 481
6545,model1_svc,15.0,100.0,1.0,15.0,0.5150541951023686, 10 105 128 204 481
6546,model2_svc,15.0,100.0,1.0,15.0,0.5150541951023686, 10 105 128 204 481
6547,model3_svc,15.0,100.0,1.0,15.0,0.5190686471296668, 10 105 128 204 481
6548,model1_ensemble_rfxglr,15.0,100.0,1.0,15.0,0.5405058209554396, 10 105 128 204 481
6549,model2_ensemble_rflrsvc,15.0,100.0,1.0,15.0,0.5445202729827379, 10 105 128 204 481
6550,model3_ensemble_xglrsvc,15.0,100.0,1.0,15.0,0.5527900441589724, 10 105 128 204 481
6551,model4_ensemble_rfxgsvc,15.0,100.0,1.0,15.0,0.539542352468888, 10 105 128 204 481
6552,model1_rf,25.0,0.0,1.0,15.0,0.7218707346447211, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6553,model2_rf,25.0,0.0,1.0,15.0,0.752099558410277, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6554,model3_rf,25.0,0.0,1.0,15.0,0.7984263348052991, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6555,model1_xg,25.0,0.0,1.0,15.0,0.7686792452830189, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6556,model2_xg,25.0,0.0,1.0,15.0,0.8005941389000402, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6557,model3_xg,25.0,0.0,1.0,15.0,0.8284142914492172, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6558,model4_xg,25.0,0.0,1.0,15.0,0.7439502207948614, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6559,model5_xg,25.0,0.0,1.0,15.0,0.8177759935768767, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6560,model1_lr,25.0,0.0,1.0,15.0,0.5540666399036531, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6561,model2_lr,25.0,0.0,1.0,15.0,0.5559534323564833, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6562,model3_lr,25.0,0.0,1.0,15.0,0.549811320754717, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6563,model1_svc,25.0,0.0,1.0,15.0,0.5585628261742273, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6564,model2_svc,25.0,0.0,1.0,15.0,0.554307507025291, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6565,model3_svc,25.0,0.0,1.0,15.0,0.5564351665997591, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6566,model1_ensemble_rfxglr,25.0,0.0,1.0,15.0,0.7726936973103171, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6567,model2_ensemble_rflrsvc,25.0,0.0,1.0,15.0,0.6466399036531514, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6568,model3_ensemble_xglrsvc,25.0,0.0,1.0,15.0,0.7750622240064231, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6569,model4_ensemble_rfxgsvc,25.0,0.0,1.0,15.0,0.7946527498996387, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6570,model1_rf,25.0,5.0,1.0,15.0,0.6530887193898033, 10  28  48  64 105 128 204 336 338 442 453 472 493
6571,model2_rf,25.0,5.0,1.0,15.0,0.7092910477719792, 10  28  48  64 105 128 204 336 338 442 453 472 493
6572,model3_rf,25.0,5.0,1.0,15.0,0.7541726214371738, 10  28  48  64 105 128 204 336 338 442 453 472 493
6573,model1_xg,25.0,5.0,1.0,15.0,0.7829963869931754, 10  28  48  64 105 128 204 336 338 442 453 472 493
6574,model2_xg,25.0,5.0,1.0,15.0,0.8094516258530711, 10  28  48  64 105 128 204 336 338 442 453 472 493
6575,model3_xg,25.0,5.0,1.0,15.0,0.8286005620232838, 10  28  48  64 105 128 204 336 338 442 453 472 493
6576,model4_xg,25.0,5.0,1.0,15.0,0.7508807707747893, 10  28  48  64 105 128 204 336 338 442 453 472 493
6577,model5_xg,25.0,5.0,1.0,15.0,0.8137069450020072, 10  28  48  64 105 128 204 336 338 442 453 472 493
6578,model1_lr,25.0,5.0,1.0,15.0,0.555938980329185, 10  28  48  64 105 128 204 336 338 442 453 472 493
6579,model2_lr,25.0,5.0,1.0,15.0,0.5578257727820153, 10  28  48  64 105 128 204 336 338 442 453 472 493
6580,model3_lr,25.0,5.0,1.0,15.0,0.555938980329185, 10  28  48  64 105 128 204 336 338 442 453 472 493
6581,model1_svc,25.0,5.0,1.0,15.0,0.5578257727820153, 10  28  48  64 105 128 204 336 338 442 453 472 493
6582,model2_svc,25.0,5.0,1.0,15.0,0.5556981132075471, 10  28  48  64 105 128 204 336 338 442 453 472 493
6583,model3_svc,25.0,5.0,1.0,15.0,0.5556981132075471, 10  28  48  64 105 128 204 336 338 442 453 472 493
6584,model1_ensemble_rfxglr,25.0,5.0,1.0,15.0,0.786328382175833, 10  28  48  64 105 128 204 336 338 442 453 472 493
6585,model2_ensemble_rflrsvc,25.0,5.0,1.0,15.0,0.6454211160176635, 10  28  48  64 105 128 204 336 338 442 453 472 493
6586,model3_ensemble_xglrsvc,25.0,5.0,1.0,15.0,0.7811497390606182, 10  28  48  64 105 128 204 336 338 442 453 472 493
6587,model4_ensemble_rfxgsvc,25.0,5.0,1.0,15.0,0.8023861902850261, 10  28  48  64 105 128 204 336 338 442 453 472 493
6588,model1_rf,25.0,15.0,1.0,15.0,0.6664825371336813, 10  64 105 128 204 336 338 442 453 472 493
6589,model2_rf,25.0,15.0,1.0,15.0,0.6780843034925732, 10  64 105 128 204 336 338 442 453 472 493
6590,model3_rf,25.0,15.0,1.0,15.0,0.7177872340425532, 10  64 105 128 204 336 338 442 453 472 493
6591,model1_xg,25.0,15.0,1.0,15.0,0.6998426334805299, 10  64 105 128 204 336 338 442 453 472 493
6592,model2_xg,25.0,15.0,1.0,15.0,0.7466511441188277, 10  64 105 128 204 336 338 442 453 472 493
6593,model3_xg,25.0,15.0,1.0,15.0,0.7658000802890406, 10  64 105 128 204 336 338 442 453 472 493
6594,model4_xg,25.0,15.0,1.0,15.0,0.7020505820955439, 10  64 105 128 204 336 338 442 453 472 493
6595,model5_xg,25.0,15.0,1.0,15.0,0.7518699317543156, 10  64 105 128 204 336 338 442 453 472 493
6596,model1_lr,25.0,15.0,1.0,15.0,0.5505050180650342, 10  64 105 128 204 336 338 442 453 472 493
6597,model2_lr,25.0,15.0,1.0,15.0,0.536815736651947, 10  64 105 128 204 336 338 442 453 472 493
6598,model3_lr,25.0,15.0,1.0,15.0,0.5365748695303091, 10  64 105 128 204 336 338 442 453 472 493
6599,model1_svc,25.0,15.0,1.0,15.0,0.5325604175030108, 10  64 105 128 204 336 338 442 453 472 493
6600,model2_svc,25.0,15.0,1.0,15.0,0.5325604175030108, 10  64 105 128 204 336 338 442 453 472 493
6601,model3_svc,25.0,15.0,1.0,15.0,0.5325604175030108, 10  64 105 128 204 336 338 442 453 472 493
6602,model1_ensemble_rfxglr,25.0,15.0,1.0,15.0,0.7062657567242071, 10  64 105 128 204 336 338 442 453 472 493
6603,model2_ensemble_rflrsvc,25.0,15.0,1.0,15.0,0.6246118024889602, 10  64 105 128 204 336 338 442 453 472 493
6604,model3_ensemble_xglrsvc,25.0,15.0,1.0,15.0,0.7303926134082697, 10  64 105 128 204 336 338 442 453 472 493
6605,model4_ensemble_rfxgsvc,25.0,15.0,1.0,15.0,0.7263380168606985, 10  64 105 128 204 336 338 442 453 472 493
6606,model1_rf,25.0,25.0,1.0,15.0,0.6492862304295464, 10  64 105 128 204 336 338 442 472
6607,model2_rf,25.0,25.0,1.0,15.0,0.652377358490566, 10  64 105 128 204 336 338 442 472
6608,model3_rf,25.0,25.0,1.0,15.0,0.6786318747490967, 10  64 105 128 204 336 338 442 472
6609,model1_xg,25.0,25.0,1.0,15.0,0.6814821356884785, 10  64 105 128 204 336 338 442 472
6610,model2_xg,25.0,25.0,1.0,15.0,0.7020361300682456, 10  64 105 128 204 336 338 442 472
6611,model3_xg,25.0,25.0,1.0,15.0,0.7251995182657567, 10  64 105 128 204 336 338 442 472
6612,model4_xg,25.0,25.0,1.0,15.0,0.6710847049377759, 10  64 105 128 204 336 338 442 472
6613,model5_xg,25.0,25.0,1.0,15.0,0.7022769971898836, 10  64 105 128 204 336 338 442 472
6614,model1_lr,25.0,25.0,1.0,15.0,0.5596836611802489, 10  64 105 128 204 336 338 442 472
6615,model2_lr,25.0,25.0,1.0,15.0,0.5554283420313126, 10  64 105 128 204 336 338 442 472
6616,model3_lr,25.0,25.0,1.0,15.0,0.5533006824568446, 10  64 105 128 204 336 338 442 472
6617,model1_svc,25.0,25.0,1.0,15.0,0.5551874749096748, 10  64 105 128 204 336 338 442 472
6618,model2_svc,25.0,25.0,1.0,15.0,0.5551874749096748, 10  64 105 128 204 336 338 442 472
6619,model3_svc,25.0,25.0,1.0,15.0,0.5533006824568446, 10  64 105 128 204 336 338 442 472
6620,model1_ensemble_rfxglr,25.0,25.0,1.0,15.0,0.6859381774387796, 10  64 105 128 204 336 338 442 472
6621,model2_ensemble_rflrsvc,25.0,25.0,1.0,15.0,0.6257615415495785, 10  64 105 128 204 336 338 442 472
6622,model3_ensemble_xglrsvc,25.0,25.0,1.0,15.0,0.680317944600562, 10  64 105 128 204 336 338 442 472
6623,model4_ensemble_rfxgsvc,25.0,25.0,1.0,15.0,0.6991858691288639, 10  64 105 128 204 336 338 442 472
6624,model1_rf,25.0,35.0,1.0,15.0,0.6413705339221196, 10  64 105 128 204 336 338 472
6625,model2_rf,25.0,35.0,1.0,15.0,0.6394837414692894, 10  64 105 128 204 336 338 472
6626,model3_rf,25.0,35.0,1.0,15.0,0.654618225612204, 10  64 105 128 204 336 338 472
6627,model1_xg,25.0,35.0,1.0,15.0,0.6856097952629465, 10  64 105 128 204 336 338 472
6628,model2_xg,25.0,35.0,1.0,15.0,0.6978940184664792, 10  64 105 128 204 336 338 472
6629,model3_xg,25.0,35.0,1.0,15.0,0.7382794058611, 10  64 105 128 204 336 338 472
6630,model4_xg,25.0,35.0,1.0,15.0,0.6603187474909675, 10  64 105 128 204 336 338 472
6631,model5_xg,25.0,35.0,1.0,15.0,0.7180064231232437, 10  64 105 128 204 336 338 472
6632,model1_lr,25.0,35.0,1.0,15.0,0.5557824167001204, 10  64 105 128 204 336 338 472
6633,model2_lr,25.0,35.0,1.0,15.0,0.5579100762745886, 10  64 105 128 204 336 338 472
6634,model3_lr,25.0,35.0,1.0,15.0,0.5579100762745886, 10  64 105 128 204 336 338 472
6635,model1_svc,25.0,35.0,1.0,15.0,0.5541364913689282, 10  64 105 128 204 336 338 472
6636,model2_svc,25.0,35.0,1.0,15.0,0.5541364913689282, 10  64 105 128 204 336 338 472
6637,model3_svc,25.0,35.0,1.0,15.0,0.5541364913689282, 10  64 105 128 204 336 338 472
6638,model1_ensemble_rfxglr,25.0,35.0,1.0,15.0,0.6792268165395423, 10  64 105 128 204 336 338 472
6639,model2_ensemble_rflrsvc,25.0,35.0,1.0,15.0,0.6119446005620233, 10  64 105 128 204 336 338 472
6640,model3_ensemble_xglrsvc,25.0,35.0,1.0,15.0,0.6983757527097552, 10  64 105 128 204 336 338 472
6641,model4_ensemble_rfxgsvc,25.0,35.0,1.0,15.0,0.7002625451625852, 10  64 105 128 204 336 338 472
6642,model1_rf,25.0,50.0,1.0,15.0,0.5808181453231633, 10  64 105 128 204 336
6643,model2_rf,25.0,50.0,1.0,15.0,0.600207948615014, 10  64 105 128 204 336
6644,model3_rf,25.0,50.0,1.0,15.0,0.5945475712565235, 10  64 105 128 204 336
6645,model1_xg,25.0,50.0,1.0,15.0,0.6219261340826977, 10  64 105 128 204 336
6646,model2_xg,25.0,50.0,1.0,15.0,0.6159847450822963, 10  64 105 128 204 336
6647,model3_xg,25.0,50.0,1.0,15.0,0.597759132878362, 10  64 105 128 204 336
6648,model4_xg,25.0,50.0,1.0,15.0,0.5950694500200723, 10  64 105 128 204 336
6649,model5_xg,25.0,50.0,1.0,15.0,0.6147402649538338, 10  64 105 128 204 336
6650,model1_lr,25.0,50.0,1.0,15.0,0.5472573263749498, 10  64 105 128 204 336
6651,model2_lr,25.0,50.0,1.0,15.0,0.5472573263749498, 10  64 105 128 204 336
6652,model3_lr,25.0,50.0,1.0,15.0,0.5472573263749498, 10  64 105 128 204 336
6653,model1_svc,25.0,50.0,1.0,15.0,0.549384985949418, 10  64 105 128 204 336
6654,model2_svc,25.0,50.0,1.0,15.0,0.549384985949418, 10  64 105 128 204 336
6655,model3_svc,25.0,50.0,1.0,15.0,0.5474981934965877, 10  64 105 128 204 336
6656,model1_ensemble_rfxglr,25.0,50.0,1.0,15.0,0.5966350863107186, 10  64 105 128 204 336
6657,model2_ensemble_rflrsvc,25.0,50.0,1.0,15.0,0.5706615816940988, 10  64 105 128 204 336
6658,model3_ensemble_xglrsvc,25.0,50.0,1.0,15.0,0.5973175431553592, 10  64 105 128 204 336
6659,model4_ensemble_rfxgsvc,25.0,50.0,1.0,15.0,0.6152621437173826, 10  64 105 128 204 336
6660,model1_rf,25.0,100.0,1.0,15.0,0.5599429947812123, 10 105 128 204 298 481
6661,model2_rf,25.0,100.0,1.0,15.0,0.5627932557205941, 10 105 128 204 298 481
6662,model3_rf,25.0,100.0,1.0,15.0,0.5545234845443596, 10 105 128 204 298 481
6663,model1_xg,25.0,100.0,1.0,15.0,0.5214845443596949, 10 105 128 204 298 481
6664,model2_xg,25.0,100.0,1.0,15.0,0.5597824167001204, 10 105 128 204 298 481
6665,model3_xg,25.0,100.0,1.0,15.0,0.5888069048574869, 10 105 128 204 298 481
6666,model4_xg,25.0,100.0,1.0,15.0,0.5526768366118024, 10 105 128 204 298 481
6667,model5_xg,25.0,100.0,1.0,15.0,0.5680120433560819, 10 105 128 204 298 481
6668,model1_lr,25.0,100.0,1.0,15.0,0.4891682055399438, 10 105 128 204 298 481
6669,model2_lr,25.0,100.0,1.0,15.0,0.4891682055399438, 10 105 128 204 298 481
6670,model3_lr,25.0,100.0,1.0,15.0,0.4891682055399438, 10 105 128 204 298 481
6671,model1_svc,25.0,100.0,1.0,15.0,0.49342352468887996, 10 105 128 204 298 481
6672,model2_svc,25.0,100.0,1.0,15.0,0.49342352468887996, 10 105 128 204 298 481
6673,model3_svc,25.0,100.0,1.0,15.0,0.49531031714171014, 10 105 128 204 298 481
6674,model1_ensemble_rfxglr,25.0,100.0,1.0,15.0,0.5503083099156965, 10 105 128 204 298 481
6675,model2_ensemble_rflrsvc,25.0,100.0,1.0,15.0,0.5247763950220794, 10 105 128 204 298 481
6676,model3_ensemble_xglrsvc,25.0,100.0,1.0,15.0,0.5763219590525893, 10 105 128 204 298 481
6677,model4_ensemble_rfxgsvc,25.0,100.0,1.0,15.0,0.5552862304295463, 10 105 128 204 298 481
6678,model1_rf,35.0,0.0,1.0,15.0,0.7218707346447211, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6679,model2_rf,35.0,0.0,1.0,15.0,0.752099558410277, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6680,model3_rf,35.0,0.0,1.0,15.0,0.7984263348052991, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6681,model1_xg,35.0,0.0,1.0,15.0,0.7686792452830189, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6682,model2_xg,35.0,0.0,1.0,15.0,0.8005941389000402, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6683,model3_xg,35.0,0.0,1.0,15.0,0.8284142914492172, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6684,model4_xg,35.0,0.0,1.0,15.0,0.7439502207948614, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6685,model5_xg,35.0,0.0,1.0,15.0,0.8177759935768767, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6686,model1_lr,35.0,0.0,1.0,15.0,0.5540666399036531, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6687,model2_lr,35.0,0.0,1.0,15.0,0.5559534323564833, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6688,model3_lr,35.0,0.0,1.0,15.0,0.549811320754717, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6689,model1_svc,35.0,0.0,1.0,15.0,0.5585628261742273, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6690,model2_svc,35.0,0.0,1.0,15.0,0.554307507025291, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6691,model3_svc,35.0,0.0,1.0,15.0,0.5564351665997591, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6692,model1_ensemble_rfxglr,35.0,0.0,1.0,15.0,0.7726936973103171, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6693,model2_ensemble_rflrsvc,35.0,0.0,1.0,15.0,0.6466399036531514, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6694,model3_ensemble_xglrsvc,35.0,0.0,1.0,15.0,0.7750622240064231, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6695,model4_ensemble_rfxgsvc,35.0,0.0,1.0,15.0,0.7946527498996387, 10  48  64 105 128 153 204 241 281 318 378 433 442 451 493
6696,model1_rf,35.0,5.0,1.0,15.0,0.6733143315937374, 10  48  64 105 128 204 336 338 442 453 472 493
6697,model2_rf,35.0,5.0,1.0,15.0,0.7103677238057005, 10  48  64 105 128 204 336 338 442 453 472 493
6698,model3_rf,35.0,5.0,1.0,15.0,0.7280714572460859, 10  48  64 105 128 204 336 338 442 453 472 493
6699,model1_xg,35.0,5.0,1.0,15.0,0.7438883982336411, 10  48  64 105 128 204 336 338 442 453 472 493
6700,model2_xg,35.0,5.0,1.0,15.0,0.7578586912886391, 10  48  64 105 128 204 336 338 442 453 472 493
